Title,Global Version,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Genre_genre
The Night Agent: Season 1,Yes,2023-03-23,812100000,7696.0,6.0,"['Biography', 'Drama', 'History']","persian empire,empire,5th century b.c.,achaemenid empire,persia","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Biography
The Night Agent: Season 1,Yes,2023-03-23,812100000,7696.0,6.0,"['Biography', 'Drama', 'History']","persian empire,empire,5th century b.c.,achaemenid empire,persia","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Drama
The Night Agent: Season 1,Yes,2023-03-23,812100000,7696.0,6.0,"['Biography', 'Drama', 'History']","persian empire,empire,5th century b.c.,achaemenid empire,persia","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",History
Ginny & Georgia: Season 2,Yes,2023-01-05,665100000,5216.0,5.7,"['Comedy', 'Drama', 'Romance']","producer,three word title,headstrong,arranged marriage,mother","The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny&apos;s mother to win her love.",Comedy
Ginny & Georgia: Season 2,Yes,2023-01-05,665100000,5216.0,5.7,"['Comedy', 'Drama', 'Romance']","producer,three word title,headstrong,arranged marriage,mother","The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny&apos;s mother to win her love.",Drama
Ginny & Georgia: Season 2,Yes,2023-01-05,665100000,5216.0,5.7,"['Comedy', 'Drama', 'Romance']","producer,three word title,headstrong,arranged marriage,mother","The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny&apos;s mother to win her love.",Romance
The Glory: Season 1 // 더 글로리: 시즌 1,Yes,2022-12-30,622800000,11869.0,8.4,['Short'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Short
Wednesday: Season 1,Yes,2022-11-23,507700000,46265.23757763975,6.6,['Talk-Show'],youtube video,MsMojo counts down the top 10 Wednesday (2022) season one moments.,Talk-Show
Queen Charlotte: A Bridgerton Story,Yes,2023-05-04,503000000,50077.0,7.4,"['Drama', 'History', 'Romance']","prequel,queen,historical,england,queen charlotte character","Betrothed against her will to King George, young Charlotte arrives in London on her wedding day and faces scrutiny from the monarch&apos;s cunning mother.",Drama
Queen Charlotte: A Bridgerton Story,Yes,2023-05-04,503000000,50077.0,7.4,"['Drama', 'History', 'Romance']","prequel,queen,historical,england,queen charlotte character","Betrothed against her will to King George, young Charlotte arrives in London on her wedding day and faces scrutiny from the monarch&apos;s cunning mother.",History
Queen Charlotte: A Bridgerton Story,Yes,2023-05-04,503000000,50077.0,7.4,"['Drama', 'History', 'Romance']","prequel,queen,historical,england,queen charlotte character","Betrothed against her will to King George, young Charlotte arrives in London on her wedding day and faces scrutiny from the monarch&apos;s cunning mother.",Romance
You: Season 4,Yes,2023-02-09,440600000,45624.0,6.6,"['Comedy', 'Romance']","christmas,coming out,holidays,lesbian relationship,lesbian","A holiday romantic comedy that captures the range of emotions tied to wanting your family&apos;s acceptance, being true to yourself, and trying not to ruin Christmas.",Comedy
You: Season 4,Yes,2023-02-09,440600000,45624.0,6.6,"['Comedy', 'Romance']","christmas,coming out,holidays,lesbian relationship,lesbian","A holiday romantic comedy that captures the range of emotions tied to wanting your family&apos;s acceptance, being true to yourself, and trying not to ruin Christmas.",Romance
La Reina del Sur: Season 3,No,2022-12-30,429600000,3323.0,7.9,"['Action', 'Crime', 'Drama']","telenovela,drug trafficking,cartel,femme fatale,kidnapping","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Action
La Reina del Sur: Season 3,No,2022-12-30,429600000,3323.0,7.9,"['Action', 'Crime', 'Drama']","telenovela,drug trafficking,cartel,femme fatale,kidnapping","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Crime
La Reina del Sur: Season 3,No,2022-12-30,429600000,3323.0,7.9,"['Action', 'Crime', 'Drama']","telenovela,drug trafficking,cartel,femme fatale,kidnapping","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Drama
Outer Banks: Season 3,Yes,2023-02-23,402500000,46265.23757763975,6.6,['Comedy'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
Ginny & Georgia: Season 1,Yes,2021-02-24,302100000,5216.0,5.7,"['Comedy', 'Drama', 'Romance']","producer,three word title,headstrong,arranged marriage,mother","The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny&apos;s mother to win her love.",Comedy
Ginny & Georgia: Season 1,Yes,2021-02-24,302100000,5216.0,5.7,"['Comedy', 'Drama', 'Romance']","producer,three word title,headstrong,arranged marriage,mother","The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny&apos;s mother to win her love.",Drama
Ginny & Georgia: Season 1,Yes,2021-02-24,302100000,5216.0,5.7,"['Comedy', 'Drama', 'Romance']","producer,three word title,headstrong,arranged marriage,mother","The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny&apos;s mother to win her love.",Romance
FUBAR: Season 1,Yes,2023-05-25,266200000,35.0,7.6,"['Short', 'Comedy']","tv special,stand up comedy,stand up comedy special",Uzo Aduba auditioned for every single role in Orange is the New Black before being cast as Crazy Eyes.,Short
FUBAR: Season 1,Yes,2023-05-25,266200000,35.0,7.6,"['Short', 'Comedy']","tv special,stand up comedy,stand up comedy special",Uzo Aduba auditioned for every single role in Orange is the New Black before being cast as Crazy Eyes.,Comedy
Manifest: Season 4,Yes,2022-11-04,262600000,46265.23757763975,6.6,"['Documentary', 'Short']","tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Documentary
Manifest: Season 4,Yes,2022-11-04,262600000,46265.23757763975,6.6,"['Documentary', 'Short']","tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Short
Kaleidoscope: Limited Series,Yes,2023-01-01,252500000,46265.23757763975,6.6,['Comedy'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
Firefly Lane: Season 2,Yes,2022-12-02,251500000,46265.23757763975,6.6,['Comedy'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
The Mother,Yes,2023-05-12,249900000,44102.0,5.6,"['Action', 'Thriller']","female protagonist,assassin,daughter,danger,fight","While fleeing from dangerous assailants, an assassin comes out of hiding to protect the daughter she left earlier in life.",Action
The Mother,Yes,2023-05-12,249900000,44102.0,5.6,"['Action', 'Thriller']","female protagonist,assassin,daughter,danger,fight","While fleeing from dangerous assailants, an assassin comes out of hiding to protect the daughter she left earlier in life.",Thriller
Physical: 100: Season 1 // 피지컬: 100: 시즌 1,Yes,2023-01-24,235000000,46265.23757763975,6.6,['Comedy'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
Crash Course in Romance: Limited Series // 일타 스캔들: 리미티드 시리즈,Yes,2023-01-14,234800000,3963.0,7.8,"['Comedy', 'Drama', 'Romance']","teacher,tutor,mother daughter relationship,korean,romance drama",Retired ex national team female handball player has become a grocery store owner in order to look after her family while she grapples with her daughter&apos;s tutor&apos;s eating disorder.,Comedy
Crash Course in Romance: Limited Series // 일타 스캔들: 리미티드 시리즈,Yes,2023-01-14,234800000,3963.0,7.8,"['Comedy', 'Drama', 'Romance']","teacher,tutor,mother daughter relationship,korean,romance drama",Retired ex national team female handball player has become a grocery store owner in order to look after her family while she grapples with her daughter&apos;s tutor&apos;s eating disorder.,Drama
Crash Course in Romance: Limited Series // 일타 스캔들: 리미티드 시리즈,Yes,2023-01-14,234800000,3963.0,7.8,"['Comedy', 'Drama', 'Romance']","teacher,tutor,mother daughter relationship,korean,romance drama",Retired ex national team female handball player has become a grocery store owner in order to look after her family while she grapples with her daughter&apos;s tutor&apos;s eating disorder.,Romance
Love Is Blind: Season 4,Yes,2023-03-24,229700000,46265.23757763975,6.6,['Comedy'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
BEEF: Season 1,Yes,2023-04-06,221100000,7143.0,5.5,"['Drama', 'Family']","close up of eye,close up of eyes,close up of lips,close up of mouth,child",Wife and mother Miriam begins a downward emotional spiral as her husband avoids their collapsing marriage by immersing himself in his 11-year-old daughter&apos;s quest to become a spelling-bee champion.,Drama
BEEF: Season 1,Yes,2023-04-06,221100000,7143.0,5.5,"['Drama', 'Family']","close up of eye,close up of eyes,close up of lips,close up of mouth,child",Wife and mother Miriam begins a downward emotional spiral as her husband avoids their collapsing marriage by immersing himself in his 11-year-old daughter&apos;s quest to become a spelling-bee champion.,Family
The Diplomat: Season 1,Yes,2023-04-20,214100000,65.0,8.9,['Short'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Short
Luther: The Fallen Sun,Yes,2023-03-10,209700000,60515.0,6.4,"['Crime', 'Drama', 'Mystery']","psychological thriller,serial killer,ice,cybercrime,blackmail",Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.,Crime
Luther: The Fallen Sun,Yes,2023-03-10,209700000,60515.0,6.4,"['Crime', 'Drama', 'Mystery']","psychological thriller,serial killer,ice,cybercrime,blackmail",Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.,Drama
Luther: The Fallen Sun,Yes,2023-03-10,209700000,60515.0,6.4,"['Crime', 'Drama', 'Mystery']","psychological thriller,serial killer,ice,cybercrime,blackmail",Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.,Mystery
Fake Profile: Season 1 // Perfil falso: Temporada 1,No,2023-05-31,206500000,46265.23757763975,6.6,['Comedy'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
Vikings: Valhalla: Season 2,Yes,2023-01-12,205500000,6.0,8.6,['Sport'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Sport
Extraction 2,Yes,2023-06-16,201800000,136009.0,7.0,"['Action', 'Thriller']","assassin,rescue,escape,mercenary,prison riot","After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission.",Action
Extraction 2,Yes,2023-06-16,201800000,136009.0,7.0,"['Action', 'Thriller']","assassin,rescue,escape,mercenary,prison riot","After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission.",Thriller
"XO, Kitty: Season 1",Yes,2023-05-18,200700000,46265.23757763975,6.6,['Short'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Short
Doctor Cha: Limited Series // 닥터 차정숙: 리미티드 시리즈,Yes,2023-04-15,194700000,46265.23757763975,6.6,['Comedy'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
Shadow and Bone: Season 2,Yes,2023-03-16,192900000,111361.0,7.6,"['Action', 'Adventure', 'Drama']","magic,power,young woman,soldier,gay man",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,Action
Shadow and Bone: Season 2,Yes,2023-03-16,192900000,111361.0,7.6,"['Action', 'Adventure', 'Drama']","magic,power,young woman,soldier,gay man",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,Adventure
Shadow and Bone: Season 2,Yes,2023-03-16,192900000,111361.0,7.6,"['Action', 'Adventure', 'Drama']","magic,power,young woman,soldier,gay man",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,Drama
Outer Banks: Season 1,Yes,2020-04-15,184000000,76.0,7.1,"['Horror', 'Mystery', 'Sci-Fi']","tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Horror
Outer Banks: Season 1,Yes,2020-04-15,184000000,76.0,7.1,"['Horror', 'Mystery', 'Sci-Fi']","tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Mystery
Outer Banks: Season 1,Yes,2020-04-15,184000000,76.0,7.1,"['Horror', 'Mystery', 'Sci-Fi']","tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Sci-Fi
Sweet Tooth: Season 2,Yes,2023-04-27,182300000,27.0,8.8,"['Family', 'History', 'Sport']","year in title,2000s,number in title","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Family
Sweet Tooth: Season 2,Yes,2023-04-27,182300000,27.0,8.8,"['Family', 'History', 'Sport']","year in title,2000s,number in title","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",History
Sweet Tooth: Season 2,Yes,2023-04-27,182300000,27.0,8.8,"['Family', 'History', 'Sport']","year in title,2000s,number in title","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Sport
You People,Yes,2023-01-27,181800000,60853.0,5.5,"['Comedy', 'Romance']","racial tension,black american,couple,love,life","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
You People,Yes,2023-01-27,181800000,60853.0,5.5,"['Comedy', 'Romance']","racial tension,black american,couple,love,life","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Romance
Perfect Match: Season 1,Yes,2023-02-14,176800000,300.0,7.3,['Romance'],"three word title,matchmaker","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Romance
Sex/Life: Season 2,Yes,2023-03-02,175500000,46265.23757763975,6.6,['Comedy'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
The Marked Heart: Season 2 // Pálpito: Temporada 2,Yes,2023-04-19,174300000,8165.0,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety.",Drama
The Marked Heart: Season 2 // Pálpito: Temporada 2,Yes,2023-04-19,174300000,8165.0,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety.",Horror
The Marked Heart: Season 2 // Pálpito: Temporada 2,Yes,2023-04-19,174300000,8165.0,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety.",Thriller
Murder Mystery 2,Yes,2023-03-31,173600000,64053.0,5.7,"['Action', 'Comedy', 'Crime']","theft,murder,overnight success,private investigators,private eye",Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja is kidnapped at his own lavish wedding.,Action
Murder Mystery 2,Yes,2023-03-31,173600000,64053.0,5.7,"['Action', 'Comedy', 'Crime']","theft,murder,overnight success,private investigators,private eye",Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja is kidnapped at his own lavish wedding.,Comedy
Murder Mystery 2,Yes,2023-03-31,173600000,64053.0,5.7,"['Action', 'Comedy', 'Crime']","theft,murder,overnight success,private investigators,private eye",Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja is kidnapped at his own lavish wedding.,Crime
The Surrogacy: Season 1 // Madre de alquiler: Temporada 1,No,2023-06-14,172400000,65.0,8.9,['Short'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Short
Never Have I Ever: Season 4,Yes,2023-06-08,168300000,49.0,6.8,['Comedy'],"party,teenager,sex comedy","Charlie Brandis leads a quiet and uneventful life as a wallflower. His parents trust him, his friends like him, girls are indifferent toward him. Then there&apos;s the girl he&apos;s watched from afar, Annie Briggs, who doesn&apos;t even know he...",Comedy
Your Place or Mine,Yes,2023-02-10,163000000,36862.0,5.7,"['Comedy', 'Romance']","friend,best friend,volunteer,teenager,son","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
Your Place or Mine,Yes,2023-02-10,163000000,36862.0,5.7,"['Comedy', 'Romance']","friend,best friend,volunteer,teenager,son","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Romance
Emily in Paris: Season 3,Yes,2022-12-21,161100000,112694.0,6.9,"['Comedy', 'Drama', 'Romance']","female protagonist,character name in series title,american in france,location in series title,marketing",A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,Comedy
Emily in Paris: Season 3,Yes,2022-12-21,161100000,112694.0,6.9,"['Comedy', 'Drama', 'Romance']","female protagonist,character name in series title,american in france,location in series title,marketing",A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,Drama
Emily in Paris: Season 3,Yes,2022-12-21,161100000,112694.0,6.9,"['Comedy', 'Drama', 'Romance']","female protagonist,character name in series title,american in france,location in series title,marketing",A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,Romance
Alice in Borderland: Season 2 // 今際の国のアリス: シーズン2,Yes,2022-12-22,157600000,119246.0,6.2,"['Adventure', 'Family', 'Fantasy']","alice character,caterpillar character,the mad hatter character,march hare character,dormouse character","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Adventure
Alice in Borderland: Season 2 // 今際の国のアリス: シーズン2,Yes,2022-12-22,157600000,119246.0,6.2,"['Adventure', 'Family', 'Fantasy']","alice character,caterpillar character,the mad hatter character,march hare character,dormouse character","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Family
Alice in Borderland: Season 2 // 今際の国のアリス: シーズン2,Yes,2022-12-22,157600000,119246.0,6.2,"['Adventure', 'Family', 'Fantasy']","alice character,caterpillar character,the mad hatter character,march hare character,dormouse character","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Fantasy
Alchemy of Souls: Part 1 // 환혼: 파트 1,Yes,2022-06-18,155300000,46265.23757763975,6.6,"['Action', 'Adventure', 'Drama']","planet,moon,space,galaxy,young","When a peaceful settlement on the edge of a distant moon finds itself threatened by the armies of a tyrannical ruling force, a mysterious stranger living among its villagers becomes their best hope for survival.",Action
Alchemy of Souls: Part 1 // 환혼: 파트 1,Yes,2022-06-18,155300000,46265.23757763975,6.6,"['Action', 'Adventure', 'Drama']","planet,moon,space,galaxy,young","When a peaceful settlement on the edge of a distant moon finds itself threatened by the armies of a tyrannical ruling force, a mysterious stranger living among its villagers becomes their best hope for survival.",Adventure
Alchemy of Souls: Part 1 // 환혼: 파트 1,Yes,2022-06-18,155300000,46265.23757763975,6.6,"['Action', 'Adventure', 'Drama']","planet,moon,space,galaxy,young","When a peaceful settlement on the edge of a distant moon finds itself threatened by the armies of a tyrannical ruling force, a mysterious stranger living among its villagers becomes their best hope for survival.",Drama
Outer Banks: Season 2,Yes,2021-07-30,153900000,74403.0,7.5,"['Action', 'Crime', 'Drama']","treasure,treasure map,treasure hunt,coming of age,young","On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father&apos;s disappearance.",Action
Outer Banks: Season 2,Yes,2021-07-30,153900000,74403.0,7.5,"['Action', 'Crime', 'Drama']","treasure,treasure map,treasure hunt,coming of age,young","On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father&apos;s disappearance.",Crime
Outer Banks: Season 2,Yes,2021-07-30,153900000,74403.0,7.5,"['Action', 'Crime', 'Drama']","treasure,treasure map,treasure hunt,coming of age,young","On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father&apos;s disappearance.",Drama
Til Money Do Us Part: Season 1 // Hasta que la plata nos separe: Temporada 1,No,2022-10-19,152100000,650.0,7.9,"['Animation', 'Action', 'Adventure']","betrayal by a friend,betrayal,magneto character,morph character,shapeshifter",Jean and Scott get married. Newly elected President Kelly has freed Beast who has been incarcerated since the attack on government facility at the beginning of Season 1 and added him as part of his Presidential cabinet. Another fr...,Animation
Til Money Do Us Part: Season 1 // Hasta que la plata nos separe: Temporada 1,No,2022-10-19,152100000,650.0,7.9,"['Animation', 'Action', 'Adventure']","betrayal by a friend,betrayal,magneto character,morph character,shapeshifter",Jean and Scott get married. Newly elected President Kelly has freed Beast who has been incarcerated since the attack on government facility at the beginning of Season 1 and added him as part of his Presidential cabinet. Another fr...,Action
Til Money Do Us Part: Season 1 // Hasta que la plata nos separe: Temporada 1,No,2022-10-19,152100000,650.0,7.9,"['Animation', 'Action', 'Adventure']","betrayal by a friend,betrayal,magneto character,morph character,shapeshifter",Jean and Scott get married. Newly elected President Kelly has freed Beast who has been incarcerated since the attack on government facility at the beginning of Season 1 and added him as part of his Presidential cabinet. Another fr...,Adventure
Manifest: Season 1,No,2021-06-10,151400000,46265.23757763975,6.6,['Comedy'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
Alchemy of Souls: Part 2 // 환혼: 파트 2,Yes,2022-12-10,150200000,344.0,6.0,"['Adventure', 'Comedy', 'Family']","rapping animal,rapping penguin,talking animal,talking penguin,sequel","Follows Ida and Benni, who attend to The Winterstein School, which is no ordinary school, and must team together with their magical animals to solve the puzzle of mysterious holes that appeared on the school grounds.",Adventure
Alchemy of Souls: Part 2 // 환혼: 파트 2,Yes,2022-12-10,150200000,344.0,6.0,"['Adventure', 'Comedy', 'Family']","rapping animal,rapping penguin,talking animal,talking penguin,sequel","Follows Ida and Benni, who attend to The Winterstein School, which is no ordinary school, and must team together with their magical animals to solve the puzzle of mysterious holes that appeared on the school grounds.",Comedy
Alchemy of Souls: Part 2 // 환혼: 파트 2,Yes,2022-12-10,150200000,344.0,6.0,"['Adventure', 'Comedy', 'Family']","rapping animal,rapping penguin,talking animal,talking penguin,sequel","Follows Ida and Benni, who attend to The Winterstein School, which is no ordinary school, and must team together with their magical animals to solve the puzzle of mysterious holes that appeared on the school grounds.",Family
The Good Bad Mother: Limited Series // 나쁜엄마: 리미티드 시리즈,Yes,2023-04-26,148600000,3849.0,8.4,"['Comedy', 'Crime', 'Drama']","tragedy drama,sitcom comedy","A tragic accident leaves an ambitious prosecutor with the mind of a child, forcing him and his mother to embark on a journey to heal their relationship.",Comedy
The Good Bad Mother: Limited Series // 나쁜엄마: 리미티드 시리즈,Yes,2023-04-26,148600000,3849.0,8.4,"['Comedy', 'Crime', 'Drama']","tragedy drama,sitcom comedy","A tragic accident leaves an ambitious prosecutor with the mind of a child, forcing him and his mother to embark on a journey to heal their relationship.",Crime
The Good Bad Mother: Limited Series // 나쁜엄마: 리미티드 시리즈,Yes,2023-04-26,148600000,3849.0,8.4,"['Comedy', 'Crime', 'Drama']","tragedy drama,sitcom comedy","A tragic accident leaves an ambitious prosecutor with the mind of a child, forcing him and his mother to embark on a journey to heal their relationship.",Drama
The Recruit: Season 1,Yes,2022-12-16,146900000,11869.0,8.4,['Short'],"tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Short
Bloodhounds: Season 1 // 사냥개들: 시즌 1,Yes,2023-06-09,146700000,46265.23757763975,6.6,"['Documentary', 'History']","tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Documentary
Bloodhounds: Season 1 // 사냥개들: 시즌 1,Yes,2023-06-09,146700000,46265.23757763975,6.6,"['Documentary', 'History']","tv special,stand up comedy,stand up comedy special","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",History
Glass Onion: A Knives Out Mystery,Yes,2022-12-23,142900000,419661.0,7.1,"['Comedy', 'Crime', 'Drama']","sequel,detective,benoit blanc character,twin sister,private island","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Comedy
Glass Onion: A Knives Out Mystery,Yes,2022-12-23,142900000,419661.0,7.1,"['Comedy', 'Crime', 'Drama']","sequel,detective,benoit blanc character,twin sister,private island","Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",Crime
